Tag	en	it	de	nl	fi	br	pl	da	tr	fr	es	sl
CMESSAGE_CHAMPIONSHIPWINNINGS2	The season is over. You have been awarded $item in prize money.	La stagione è finita. Sei stato premiato con $item.	Die Saison ist vorbei. Du erhältst $item an Preisgeld.	The season is over. You have been awarded $item in prize money.	Kausi on ohi. Sinut ollaan palkittu $item määrällä palkintorahaa.	A temporada acabou. Você recebeu $item de prêmio.	Sezon się zakończył. Otrzymujesz $item w gotówce.	 Sæsonen er færdig. Du er blevet tildelt $item i præmiepenge.	Sezon sona erdi. $item para ödülü kazandiniz.	The season is over. You have been awarded $item in prize money.	The season is over. You have been awarded $item in prize money.	Sezone je konec. Prejel si $item evrov nagrade.
editor_BaseLevel	Base Level	Livello Base	Bodenebene	Base Level	Alusta	Base Level	Base Level	Jordniveau	Ana Seviye	Base Level	Base Level	Uredi podlago
editor_TrackLevel	Track Level	Livello Circuito	Streckenebene	Track Level	Radan alusta	Track Level	Track Level	Baneniveau	Pist Seviyesi	Track Level	Track Level	Uredi stezo
editor_Objects	Objects	Oggetti	Objekte	Objects	Objektit	Objects	Objects	Objekter	Nesneler	Objects	Objects	Objekti
editor_CheckPoints	CheckPoints	CheckPoints	CheckPoints	CheckPoints	Tarkistuspisteet	CheckPoints	CheckPoints	CheckPoints	Kontrol Noktalari	CheckPoints	CheckPoints	Kontrolne točke
editor_RacingLine	Racing Line	Linea Guida	Ideallinie	Racing Line	Ajolinja	Racing Line	Racing Line	Ideallinje	Yaris Çizgisi	Racing Line	Racing Line	Idelana linija
editor_PitLane	Pit Lane	Pit Lane	Boxengasse	Pit Lane	Varikon ajolinja	Pit Lane	Pit Lane	Pitten	Pit Çizgisi	Pit Lane	Pit Lane	Boks steza
editor_Walls	Walls	Muri	Wände	Walls	Seinät	Walls	Walls	Mure	Duvarlar	Walls	Walls	Zidovi
Gear	Gear	Marcia	Gang	Gear	Vaihde	Gear	Gear	Gear	Vites	Gear	Gear	Prestava
Throttle	Throttle	Frenata	Gas	Throttle	Kaasu	Throttle	Throttle	Speeder	Pedal	Throttle	Throttle	Plin
KERS	KERS	KERS	KERS	KERS	KERS	KERS	KERS	KERS	KERS	KERS	KERS	KERS
Turbo	Turbo	Turbo	Turbo	Turbo	Turbo	Turbo	Turbo	Turbo	Turbo	Turbo	Turbo	Turbo
Speedometer	Speedometer	Tachimetro	Tachometer	Speedometer	Nopeusmittari	Speedometer	Speedometer	Speedometer	Hizölçer	Speedometer	Speedometer	Merilnik hitrosti
Use Mod	Use Mod	Usa Mod	Mod verwenden	Use Mod	Käytä modia	Use Mod	Use Mod	Benyt Mod	Mod Kullan	Use Mod	Use Mod	Uporabi Mod
grid_Instructions	Accelerate when the lights go out!	Accelera quando le luci si spengono!	Beschleunige wenn die Lichter ausgehen!	Accelerate when the lights go out!	Kaasuta kun valot sammuvat!	Accelerate when the lights go out!	Accelerate when the lights go out!	Accelerate when the lights go out!	Isiklar söndügünde hizlanin!	Accelerate when the lights go out!	Accelerate when the lights go out!	Pritisni na plin ko se ugasnejo štartne luči!
Boost	Boost	Spinta	Boost	Boost	Tehostus	Boost	Boost	Boost	Kökle	Boost	Boost	Pospešek
Fitted	Fitted	Attivato	Eingebaut	Fitted	Asetettu	Fitted	Fitted	Fitted	Uygun	Fitted	Fitted	Opremljen
Not Fitted	Not Fitted	Non Attivato	Nicht eingebaut	Not Fitted	Ei asetettu	Not Fitted	Not Fitted	Not Fitted	Uygun Degil	Not Fitted	Not Fitted	Brez
Car Set Up	Car Set Up	Set Up Monoposto	Fahrzeug Setup	Car Set Up	Auton asetukset	Car Set Up	Car Set Up	Car Set Up	Araba Ayarlama	Car Set Up	Car Set Up	Nastavitev dirkalnika
difficulty_Extreme	Extreme	Estremo	Extrem	Extreme	Extreme	Extreme	Extreme	Extreme	Çok Zor	Extreme	Extreme	Ekstremno
Online	Online	Online	Online	Online	Online	Online	Online	Online	Online	Online	Online	Online
Online Racing	Online Racing	Online Racing	Online Racing	Online Racing	Online Racing	Online Racing	Online Racing	Online Racing	Online Racing	Online Racing	Online Racing	Online Racing
Join Game	Join Game	Join Game	Join Game	Join Game	Join Game	Join Game	Join Game	Join Game	Join Game	Join Game	Join Game	Join Game
Host Game	Host Game	Host Game	Host Game	Host Game	Host Game	Host Game	Host Game	Host Game	Host Game	Host Game	Host Game	Host Game
Settings	Settings	Settings	Settings	Settings	Settings	Settings	Settings	Settings	Settings	Settings	Settings	Settings
IP Address	IP Address	IP Address	IP Address	IP Address	IP Address	IP Address	IP Address	IP Address	IP Address	IP Address	IP Address	IP Address
Ping	Ping	Ping	Ping	Ping	Ping	Ping	Ping	Ping	Ping	Ping	Ping	Ping
Racers	Racers	Racers	Racers	Racers	Racers	Racers	Racers	Racers	Racers	Racers	Racers	Racers
Host	Host	Host	Host	Host	Host	Host	Host	Host	Host	Host	Host	Host
Player	Player	Player	Player	Player	Player	Player	Player	Player	Player	Player	Player	Player
Chat	Chat	Chat	Chat	Chat	Chat	Chat	Chat	Chat	Chat	Chat	Chat	Chat
CMESSAGE_COULDNOTHOST	Could not set up host.	Could not set up host.	Could not set up host.	Could not set up host.	Could not set up host.	Could not set up host.	Could not set up host.	Could not set up host.	Could not set up host.	Could not set up host.	Could not set up host.	Could not set up host.
CMESSAGE_NOHOSTCHAT	You must host or join a game before you can chat.	You must host or join a game before you can chat.	You must host or join a game before you can chat.	You must host or join a game before you can chat.	You must host or join a game before you can chat.	You must host or join a game before you can chat.	You must host or join a game before you can chat.	You must host or join a game before you can chat.	You must host or join a game before you can chat.	You must host or join a game before you can chat.	You must host or join a game before you can chat.	You must host or join a game before you can chat.
Cancel Host	Cancel Host	Cancel Host	Cancel Host	Cancel Host	Cancel Host	Cancel Host	Cancel Host	Cancel Host	Cancel Host	Cancel Host	Cancel Host	Cancel Host
Leave Game	Leave Game	Leave Game	Leave Game	Leave Game	Leave Game	Leave Game	Leave Game	Leave Game	Leave Game	Leave Game	Leave Game	Leave Game
Connected to	Connected to	Connected to	Connected to	Connected to	Connected to	Connected to	Connected to	Connected to	Connected to	Connected to	Connected to	Connected to
OnlineSettings	F = Fuel  D = Damage  T = Tyre Wear  K = KERS  C = COM Racers Q = Qualifying X = Collisions	F = Fuel  D = Damage  T = Tyre Wear  K = KERS  C = COM Racers Q = Qualifying X = Collisions	F = Fuel  D = Damage  T = Tyre Wear  K = KERS  C = COM Racers Q = Qualifying X = Collisions	F = Fuel  D = Damage  T = Tyre Wear  K = KERS  C = COM Racers Q = Qualifying X = Collisions	F = Fuel  D = Damage  T = Tyre Wear  K = KERS  C = COM Racers Q = Qualifying X = Collisions	F = Fuel  D = Damage  T = Tyre Wear  K = KERS  C = COM Racers Q = Qualifying X = Collisions	F = Fuel  D = Damage  T = Tyre Wear  K = KERS  C = COM Racers Q = Qualifying X = Collisions	F = Fuel  D = Damage  T = Tyre Wear  K = KERS  C = COM Racers Q = Qualifying X = Collisions	F = Fuel  D = Damage  T = Tyre Wear  K = KERS  C = COM Racers Q = Qualifying X = Collisions	F = Fuel  D = Damage  T = Tyre Wear  K = KERS  C = COM Racers Q = Qualifying X = Collisions	F = Fuel  D = Damage  T = Tyre Wear  K = KERS  C = COM Racers Q = Qualifying X = Collisions	F = Fuel  D = Damage  T = Tyre Wear  K = KERS  C = COM Racers Q = Qualifying X = Collisions
License	License	License	License	License	License	License	License	License	License	License	License	License
CMESSAGE_NEEDCLIENTS	You need some players before you can start the race.	You need some players before you can start the race.	You need some players before you can start the race.	You need some players before you can start the race.	You need some players before you can start the race.	You need some players before you can start the race.	You need some players before you can start the race.	You need some players before you can start the race.	You need some players before you can start the race.	You need some players before you can start the race.	You need some players before you can start the race.	You need some players before you can start the race.
CMESSAGE_HOSTCONNECTIONLOST	Disconnected from host.	Disconnected from host.	Disconnected from host.	Disconnected from host.	Disconnected from host.	Disconnected from host.	Disconnected from host.	Disconnected from host.	Disconnected from host.	Disconnected from host.	Disconnected from host.	Disconnected from host.
CMESSAGE_SELECTHOST	You must select a host before you can join a game.	You must select a host before you can join a game.	You must select a host before you can join a game.	You must select a host before you can join a game.	You must select a host before you can join a game.	You must select a host before you can join a game.	You must select a host before you can join a game.	You must select a host before you can join a game.	You must select a host before you can join a game.	You must select a host before you can join a game.	You must select a host before you can join a game.	You must select a host before you can join a game.
CMESSAGE_SELECTAPLAYER	Please select a player.	Please select a player.	Please select a player.	Please select a player.	Please select a player.	Please select a player.	Please select a player.	Please select a player.	Please select a player.	Please select a player.	Please select a player.	Please select a player.
CMESSAGE_HOSTFULL	The host is full. Please try another.	The host is full. Please try another.	The host is full. Please try another.	The host is full. Please try another.	The host is full. Please try another.	The host is full. Please try another.	The host is full. Please try another.	The host is full. Please try another.	The host is full. Please try another.	The host is full. Please try another.	The host is full. Please try another.	The host is full. Please try another.
CMESSAGE_HOSTRACING	This host is currently racing.	This host is currently racing.	This host is currently racing.	This host is currently racing.	This host is currently racing.	This host is currently racing.	This host is currently racing.	This host is currently racing.	This host is currently racing.	This host is currently racing.	This host is currently racing.	This host is currently racing.
CMESSAGE_HOSTPASSWORD	If you would like to set up a private game please enter a password.	If you would like to set up a private game please enter a password.	If you would like to set up a private game please enter a password.	If you would like to set up a private game please enter a password.	If you would like to set up a private game please enter a password.	If you would like to set up a private game please enter a password.	If you would like to set up a private game please enter a password.	If you would like to set up a private game please enter a password.	If you would like to set up a private game please enter a password.	If you would like to set up a private game please enter a password.	If you would like to set up a private game please enter a password.	If you would like to set up a private game please enter a password.
CMESSAGE_JOINPASSWORD	This is a private game. Please enter the password.	This is a private game. Please enter the password.	This is a private game. Please enter the password.	This is a private game. Please enter the password.	This is a private game. Please enter the password.	This is a private game. Please enter the password.	This is a private game. Please enter the password.	This is a private game. Please enter the password.	This is a private game. Please enter the password.	This is a private game. Please enter the password.	This is a private game. Please enter the password.	This is a private game. Please enter the password.
CMESSAGE_WRONGPASS	The password is incorrect.	The password is incorrect.	The password is incorrect.	The password is incorrect.	The password is incorrect.	The password is incorrect.	The password is incorrect.	The password is incorrect.	The password is incorrect.	The password is incorrect.	The password is incorrect.	The password is incorrect.
CMESSAGE_PASSWORDSET	You have set the password: $item	You have set the password: $item	You have set the password: $item	You have set the password: $item	You have set the password: $item	You have set the password: $item	You have set the password: $item	You have set the password: $item	You have set the password: $item	You have set the password: $item	You have set the password: $item	You have set the password: $item
COM Racers	COM Racers	COM Racers	COM Racers	COM Racers	COM Racers	COM Racers	COM Racers	COM Racers	COM Racers	COM Racers	COM Racers	COM Racers
Kick	Kick	Kick	Kick	Kick	Kick	Kick	Kick	Kick	Kick	Kick	Kick	Kick
CMESSAGE_TRACKDOESNOTEXIST	You do not have this track: $item.	You do not have this track: $item.	You do not have this track: $item.	You do not have this track: $item.	You do not have this track: $item.	You do not have this track: $item.	You do not have this track: $item.	You do not have this track: $item.	You do not have this track: $item.	You do not have this track: $item.	You do not have this track: $item.	You do not have this track: $item.
Please Wait	Please Wait	Please Wait	Please Wait	Please Wait	Please Wait	Please Wait	Please Wait	Please Wait	Please Wait	Please Wait	Please Wait	Please Wait
(Esc) Chat	(Esc) Chat	(Esc) Chat	(Esc) Chat	(Esc) Chat	(Esc) Chat	(Esc) Chat	(Esc) Chat	(Esc) Chat	(Esc) Chat	(Esc) Chat	(Esc) Chat	(Esc) Chat
Room	Room	Room	Room	Room	Room	Room	Room	Room	Room	Room	Room	Room
Players Online	Players Online	Players Online	Players Online	Players Online	Players Online	Players Online	Players Online	Players Online	Players Online	Players Online	Players Online	Players Online
CMESSAGE_ONLINEMUSTREGISTER	You must be registered to race on this track.	You must be registered to race on this track.	You must be registered to race on this track.	You must be registered to race on this track.	You must be registered to race on this track.	You must be registered to race on this track.	You must be registered to race on this track.	You must be registered to race on this track.	You must be registered to race on this track.	You must be registered to race on this track.	You must be registered to race on this track.	You must be registered to race on this track.
CMESSAGE_UNREGISTEREDONLINE	Unregistered players can only race on tracks Australia Malaysia and China.	Unregistered players can only race on tracks Australia Malaysia and China.	Unregistered players can only race on tracks Australia Malaysia and China.	Unregistered players can only race on tracks Australia Malaysia and China.	Unregistered players can only race on tracks Australia Malaysia and China.	Unregistered players can only race on tracks Australia Malaysia and China.	Unregistered players can only race on tracks Australia Malaysia and China.	Unregistered players can only race on tracks Australia Malaysia and China.	Unregistered players can only race on tracks Australia Malaysia and China.	Unregistered players can only race on tracks Australia Malaysia and China.	Unregistered players can only race on tracks Australia Malaysia and China.	Unregistered players can only race on tracks Australia Malaysia and China.
Qualifying Lap	Qualifying Lap	Qualifying Lap	Qualifying Lap	Qualifying Lap	Qualifying Lap	Qualifying Lap	Qualifying Lap	Qualifying Lap	Qualifying Lap	Qualifying Lap	Qualifying Lap	Qualifying Lap
Random	Random	Random	Random	Random	Random	Random	Random	Random	Random	Random	Random	Random
My Team	My Team	My Team	My Team	My Team	My Team	My Team	My Team	My Team	My Team	My Team	My Team	My Team
LAN	LAN	LAN	LAN	LAN	LAN	LAN	LAN	LAN	LAN	LAN	LAN	LAN
Internet	Internet	Internet	Internet	Internet	Internet	Internet	Internet	Internet	Internet	Internet	Internet	Internet
CMESSAGE_GETLANADDRESS	Please enter the hosts LAN address.	Please enter the hosts LAN address.	Please enter the hosts LAN address.	Please enter the hosts LAN address.	Please enter the hosts LAN address.	Please enter the hosts LAN address.	Please enter the hosts LAN address.	Please enter the hosts LAN address.	Please enter the hosts LAN address.	Please enter the hosts LAN address.	Please enter the hosts LAN address.	Please enter the hosts LAN address.
CMESSAGE_LANGAMEINSTRUCS	In LAN mode only hosts will see information in the host table. Clients must know the LAN address of the host and click the Join button to connect to them.	In LAN mode only hosts will see information in the host table. Clients must know the LAN address of the host and click the Join button to connect to them.	In LAN mode only hosts will see information in the host table. Clients must know the LAN address of the host and click the Join button to connect to them.	In LAN mode only hosts will see information in the host table. Clients must know the LAN address of the host and click the Join button to connect to them.	In LAN mode only hosts will see information in the host table. Clients must know the LAN address of the host and click the Join button to connect to them.	In LAN mode only hosts will see information in the host table. Clients must know the LAN address of the host and click the Join button to connect to them.	In LAN mode only hosts will see information in the host table. Clients must know the LAN address of the host and click the Join button to connect to them.	In LAN mode only hosts will see information in the host table. Clients must know the LAN address of the host and click the Join button to connect to them.	In LAN mode only hosts will see information in the host table. Clients must know the LAN address of the host and click the Join button to connect to them.	In LAN mode only hosts will see information in the host table. Clients must know the LAN address of the host and click the Join button to connect to them.	In LAN mode only hosts will see information in the host table. Clients must know the LAN address of the host and click the Join button to connect to them.	In LAN mode only hosts will see information in the host table. Clients must know the LAN address of the host and click the Join button to connect to them.
CMESSAGE_HOSTGAMENAME	Please enter a name for your game session.	Please enter a name for your game session.	Please enter a name for your game session.	Please enter a name for your game session.	Please enter a name for your game session.	Please enter a name for your game session.	Please enter a name for your game session.	Please enter a name for your game session.	Please enter a name for your game session.	Please enter a name for your game session.	Please enter a name for your game session.	Please enter a name for your game session.
Game	Game	Game	Game	Game	Game	Game	Game	Game	Game	Game	Game	Game
CMESSAGE_ONLINEDEBUGMODE	You cannot race online in debug mode.	You cannot race online in debug mode.	You cannot race online in debug mode.	You cannot race online in debug mode.	You cannot race online in debug mode.	You cannot race online in debug mode.	You cannot race online in debug mode.	You cannot race online in debug mode.	You cannot race online in debug mode.	You cannot race online in debug mode.	You cannot race online in debug mode.	You cannot race online in debug mode.
CMESSAGE_REPLAYFILENAME	Please enter a name for your replay file.	Please enter a name for your replay file.	Please enter a name for your replay file.	Please enter a name for your replay file.	Please enter a name for your replay file.	Please enter a name for your replay file.	Please enter a name for your replay file.	Please enter a name for your replay file.	Please enter a name for your replay file.	Please enter a name for your replay file.	Please enter a name for your replay file.	Please enter a name for your replay file.
CMESSAGE_SAVEFAILED	Save failed!	Save failed!	Save failed!	Save failed!	Save failed!	Save failed!	Save failed!	Save failed!	Save failed!	Save failed!	Save failed!	Save failed!
CMESSAGE_SAVESUCCESS	File saved.	File saved.	File saved.	File saved.	File saved.	File saved.	File saved.	File saved.	File saved.	File saved.	File saved.	File saved.
replay_Save	Save Replay	Save Replay	Save Replay	Save Replay	Save Replay	Save Replay	Save Replay	Save Replay	Save Replay	Save Replay	Save Replay	Save Replay
Replay Name	Replay Name	Replay Name	Replay Name	Replay Name	Replay Name	Replay Name	Replay Name	Replay Name	Replay Name	Replay Name	Replay Name	Replay Name
CMESSAGE_DEMOFINISHED	Thank you for playing the demo version of New Star GP.	Thank you for playing the demo version of New Star GP.	Thank you for playing the demo version of New Star GP.	Thank you for playing the demo version of New Star GP.	Thank you for playing the demo version of New Star GP.	Thank you for playing the demo version of New Star GP.	Thank you for playing the demo version of New Star GP.	Thank you for playing the demo version of New Star GP.	Thank you for playing the demo version of New Star GP.	Thank you for playing the demo version of New Star GP.	Thank you for playing the demo version of New Star GP.	Thank you for playing the demo version of New Star GP.
CMESSAGE_PURCHASE	Would you like to buy New Star GP now?	Would you like to buy New Star GP now?	Would you like to buy New Star GP now?	Would you like to buy New Star GP now?	Would you like to buy New Star GP now?	Would you like to buy New Star GP now?	Would you like to buy New Star GP now?	Would you like to buy New Star GP now?	Would you like to buy New Star GP now?	Would you like to buy New Star GP now?	Would you like to buy New Star GP now?	Would you like to buy New Star GP now?
CMESSAGE_LEADERBOARDSLOW	"""Sorry, your time is too slow to make the top 250."""	"""Sorry, your time is too slow to make the top 250."""	"""Sorry, your time is too slow to make the top 250."""	"""Sorry, your time is too slow to make the top 250."""	"""Sorry, your time is too slow to make the top 250."""	"""Sorry, your time is too slow to make the top 250."""	"""Sorry, your time is too slow to make the top 250."""	"""Sorry, your time is too slow to make the top 250."""	"""Sorry, your time is too slow to make the top 250."""	"""Sorry, your time is too slow to make the top 250."""	"""Sorry, your time is too slow to make the top 250."""	"""Sorry, your time is too slow to make the top 250."""
CMESSAGE_DEMOHOSTING	You cannot host races in the demo.	You cannot host races in the demo.	You cannot host races in the demo.	You cannot host races in the demo.	You cannot host races in the demo.	You cannot host races in the demo.	You cannot host races in the demo.	You cannot host races in the demo.	You cannot host races in the demo.	You cannot host races in the demo.	You cannot host races in the demo.	You cannot host races in the demo.
CMESSAGE_LEADERBOARDMOD	Your Engine.ini file has been modified. You cannot submit laptimes.	Your Engine.ini file has been modified. You cannot submit laptimes.	Your Engine.ini file has been modified. You cannot submit laptimes.	Your Engine.ini file has been modified. You cannot submit laptimes.	Your Engine.ini file has been modified. You cannot submit laptimes.	Your Engine.ini file has been modified. You cannot submit laptimes.	Your Engine.ini file has been modified. You cannot submit laptimes.	Your Engine.ini file has been modified. You cannot submit laptimes.	Your Engine.ini file has been modified. You cannot submit laptimes.	Your Engine.ini file has been modified. You cannot submit laptimes.	Your Engine.ini file has been modified. You cannot submit laptimes.	Your Engine.ini file has been modified. You cannot submit laptimes.
CMESSAGE_CANNOTLOADSAVEVERSION	"""Sorry, but you cannot load an old save file in this version. Please start a new career."""	"""Sorry, but you cannot load an old save file in this version. Please start a new career."""	"""Sorry, but you cannot load an old save file in this version. Please start a new career."""	"""Sorry, but you cannot load an old save file in this version. Please start a new career."""	"""Sorry, but you cannot load an old save file in this version. Please start a new career."""	"""Sorry, but you cannot load an old save file in this version. Please start a new career."""	"""Sorry, but you cannot load an old save file in this version. Please start a new career."""	"""Sorry, but you cannot load an old save file in this version. Please start a new career."""	"""Sorry, but you cannot load an old save file in this version. Please start a new career."""	"""Sorry, but you cannot load an old save file in this version. Please start a new career."""	"""Sorry, but you cannot load an old save file in this version. Please start a new career."""	"""Sorry, but you cannot load an old save file in this version. Please start a new career."""
Collisions	Collisions	Collisions	Collisions	Collisions	Collisions	Collisions	Collisions	Collisions	Collisions	Collisions	Collisions	Collisions
CMESSAGE_CANNOTSUMBITMODTIMES	You cannot submit lap times when using a mod.	You cannot submit lap times when using a mod.	You cannot submit lap times when using a mod.	You cannot submit lap times when using a mod.	You cannot submit lap times when using a mod.	You cannot submit lap times when using a mod.	You cannot submit lap times when using a mod.	You cannot submit lap times when using a mod.	You cannot submit lap times when using a mod.	You cannot submit lap times when using a mod.	You cannot submit lap times when using a mod.	You cannot submit lap times when using a mod.
CMESSAGE_CLIENTNOTREADY	Not all players ready.	Not all players ready.	Not all players ready.	Not all players ready.	Not all players ready.	Not all players ready.	Not all players ready.	Not all players ready.	Not all players ready.	Not all players ready.	Not all players ready.	Not all players ready.
Ready	Ready	Ready	Ready	Ready	Ready	Ready	Ready	Ready	Ready	Ready	Ready	Ready
Not Ready	Not Ready	Not Ready	Not Ready	Not Ready	Not Ready	Not Ready	Not Ready	Not Ready	Not Ready	Not Ready	Not Ready	Not Ready
tyre_Soft	Soft	Soft	Soft	Soft	Soft	Soft	Soft	Soft	Soft	Soft	Soft	Soft
tyre_Hard	Hard	Hard	Hard	Hard	Hard	Hard	Hard	Hard	Hard	Hard	Hard	Hard
tyre_Wet	Wet	Wet	Wet	Wet	Wet	Wet	Wet	Wet	Wet	Wet	Wet	Wet
